artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn
Bayard Wu,6.0,DEMONHUNTER,True,7,120878,怒了！她只有六把战刃，盲眼监视者有八把！人家的邪能都比她的绿。,7.0,使用恶魔猎手赢得100场对战后解锁。,CORE_BT_493,['TRIGGER_VISUAL'],愤怒的女祭司,DEMON,['DEMON'],RARE,CORE,在你的回合结束时，造成6点伤害，随机分配到所有敌人身上。,MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,58455.0,,,,稀有
Vladimir Kafanov,3.0,DEMONHUNTER,True,5,129168,帮她抓背时会被她的背抓。,6.0,使用恶魔猎手赢得250场对战后解锁。,CORE_BT_510,"['TAUNT', 'TRIGGER_VISUAL']",怒刺蛮兵,DEMON,['DEMON'],EPIC,CORE,"<b>嘲讽</b>
在本随从被攻击后，对所有敌人造成1点伤害。",MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,59865.0,,,,史诗
Dave Allsop,3.0,ROGUE,True,1,129347,外域的间谍必须和环境融为一体。于是她们有了亮粉色的套装和翠绿翠绿的头发。多诡异的环境。,1.0,使用潜行者赢得50场对战后解锁。,CORE_BT_701,['STEALTH'],间谍女郎,,,COMMON,CORE,<b>潜行</b>,MINION,,,,,,,,,,,,,,,与潜行者职业一同解锁。,56377.0,,,,普通
SARIYA,1.0,WARRIOR,True,3,116718,扎死他，壁垒！壁垒！No one wants to be defeated！,4.0,使用战士赢得500场对战后解锁。,CORE_BT_781,['TRIGGER_VISUAL'],埃辛诺斯壁垒,,,LEGENDARY,CORE,每当你的英雄即将受到伤害，改为埃辛诺斯壁垒失去1点耐久度。,WEAPON,,,,True,,,,,,,0.0,,,,与战士职业一同解锁。,57721.0,,,,传说
Arthur Gimaldinov,,DEMONHUNTER,True,3,69740,有时眼神也可以杀人。,,通过制作获得。,CORE_BT_801,"['LIFESTEAL', 'OUTCAST']",眼棱,,,EPIC,CORE,"<b>吸血</b>。
对一个随从造成$3点伤害。<b>流放：</b>法力值消耗为（1）点。",SPELL,,,FEL,,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,,,史诗
J. Axer,2.0,DEMONHUNTER,True,3,69507,远古的奥达奇人曾是宇宙中最强的战斗部族。试想如果他们把刀柄老老实实地安在武器的一端，那该有多强。,2.0,使用恶魔猎手赢得50场对战后解锁。,CORE_BT_921,['LIFESTEAL'],奥达奇战刃,,,COMMON,CORE,<b>吸血</b>,WEAPON,,,,,,,,,,,0.0,,,,与恶魔猎手职业一同解锁。,,,,,普通
Alex Horley Orlandelli,9.0,DEMONHUNTER,True,9,126887,某个新生位面的主宰。,8.0,使用恶魔猎手赢得500场对战后解锁。,CORE_CATA_001,"['AURA', 'BATTLECRY']",提克迪奥斯,DEMON,['DEMON'],LEGENDARY,CORE,你的英雄<b>免疫</b>。<b>战吼：</b>在本回合中，你的下一张恶魔牌的法力值消耗为（0）。,MINION,,['IMMUNE'],,True,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,,,传说
Grafit,4.0,PRIEST,True,6,126888,佳莉娅·米奈希尔，米奈希尔王族最后的余脉。在人类与被遗忘者的聚会期间，她惨遭希尔瓦娜斯谋害。随后，阿隆索斯·法奥在安度因的协助下复活了佳莉娅，使其变成了兼具圣光的不死亡灵。现在的她就像是一道沟通的桥梁，连结着生者与被遗忘者。,5.0,使用牧师赢得500场对战后解锁。,CORE_CATA_002,['BATTLECRY'],佳莉娅·米奈希尔,UNDEAD,['UNDEAD'],LEGENDARY,CORE,<b>战吼：</b>复活你在本局对战中死亡的法力值消耗最高的随从。,MINION,,,,True,,,,,,,,,,,与牧师职业一同解锁。,,,,,传说
Eric Kenji,3.0,SHAMAN,True,5,127407,身边的随从快如闪电。,5.0,使用萨满祭司赢得500场对战后解锁。,CORE_CATA_004,['TRIGGER_VISUAL'],雷加尔·大地之怒,,,LEGENDARY,CORE,在本随从或相邻的随从攻击后，获取一张闪电箭。,MINION,,,,True,,,,,,,,,,,与萨满祭司职业一同解锁。,,,,,传说
Kleston Marques,4.0,DRUID,True,6,127409,如果是棕熊，躺倒装死；如果是黑熊，立刻反击；如果是棵树熊，转身离开就可以了。,3.0,使用德鲁伊赢得500场对战后解锁。,CORE_CATA_006,['BATTLECRY'],奥尔法,BEAST,['BEAST'],LEGENDARY,CORE,<b>战吼：</b>使你的其他随从获得“<b>亡语：</b>召唤一个法力值消耗与本随从相同的随从”。,MINION,,['DEATHRATTLE'],,True,,,,,,,,,,,与德鲁伊职业一同解锁。,,,,,传说
Dmitry Bolotov,,DEATHKNIGHT,True,4,127410,警惕吞金陷阱。,,使用死亡骑士赢得100场对战后解锁。,CORE_CATA_007,,吞噬,,,RARE,CORE,随机对两个敌方随从造成$3点伤害。每有一个随从死亡，抽一张牌。,SPELL,,,,,"{'blood': 2, 'frost': 0, 'unholy': 0}",,,,,,,,,,与死亡骑士职业一同解锁。,,,,,稀有
Vladimir Kafanov,,DEATHKNIGHT,True,2,127412,这是留给后人的足迹。,,使用死亡骑士赢得50场对战后解锁。,CORE_CATA_009,,死亡脚步,,,COMMON,CORE,<b>冻结</b>一个角色。<b>发现</b>一张法术牌。,SPELL,,"['DISCOVER', 'FREEZE']",FROST,,"{'blood': 0, 'frost': 2, 'unholy': 0}",,,,,,,,,,与死亡骑士职业一同解锁。,,,,,普通
Matt Dixon,3.0,NEUTRAL,True,5,120428,忍者大师，鱼人的传奇英雄。,5.0,总计赢得5000场对战后解锁。,CORE_CFM_344,"['STEALTH', 'TRIGGER_VISUAL']",飞火流星·芬杰,MURLOC,['MURLOC'],LEGENDARY,CORE,"<b>潜行</b>
每当本随从攻击并消灭一个随从，便从你的牌库中召唤两个鱼人。",MINION,,,,True,,,,,,,,,,,完成教学后解锁。,40803.0,,,,传说
Tyler West Studio,,PRIEST,True,4,120459,富含各种电解质！,,使用牧师赢得100场对战后解锁。,CORE_CFM_604,,强效治疗药水,,,RARE,CORE,为一个友方角色恢复#12点生命值。抽一张牌。,SPELL,,,HOLY,,,,,,,,,,,,与牧师一同解锁。,40375.0,,,,稀有
Tooth,5.0,NEUTRAL,True,9,130320,能够游走于三大家族之间的人，想必也不是个普通角色。,4.0,总计赢得5000场对战后解锁。,CORE_CFM_670,['TRIGGER_VISUAL'],诺格弗格市长,,,LEGENDARY,CORE,所有角色都会随机选择目标。,MINION,,,,True,,,,,,,,,,,完成教学后解锁。,40955.0,,,,传说
Peter Stapleton,2.0,PALADIN,True,2,102196,如果你是杀价的高手，他还会把帽子也算进来送你。,2.0,使用圣骑士赢得50场对战后解锁。,CORE_CFM_753,['BATTLECRY'],污手街供货商,,,COMMON,CORE,<b>战吼：</b>使你手牌中的所有随从牌获得+1/+1。,MINION,,,,,,,,,,,,,,,与圣骑士职业一同解锁。,,,,,普通
James Ryman,2.0,ROGUE,True,3,120463,艾雅曾调查过沙库尔，看看他有没有私藏什么好东西。,4.0,使用潜行者赢得500场对战后解锁。,CORE_CFM_781,"['STEALTH', 'TRIGGER_VISUAL']",收集者沙库尔,,,LEGENDARY,CORE,<b>潜行</b>。每当本随从攻击时，将一张另一职业的牌置入你的手牌。,MINION,,,,True,,,,,,,,,,,与潜行者职业一同解锁。,40905.0,,,,传说
Dany Orizio,2.0,NEUTRAL,True,2,102225,脏鼠以前并不脏，直到他丢掉了肥皂。,6.0,总计赢得2500场对战后解锁。,CORE_CFM_790,"['BATTLECRY', 'TAUNT']",卑劣的脏鼠,,,EPIC,CORE,<b>嘲讽，战吼：</b>使你的对手随机从手牌中召唤一个随从。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,史诗
Luca Zontini,,PRIEST,True,3,69508,没有得到圣光眷顾的人切忌使用这个法术，它滋润善者，惩罚恶徒。,,使用牧师赢得50场对战后解锁。,CORE_CS1_112,,神圣新星,,,COMMON,CORE,"对所有敌方随从造成$2点伤害，为所有友方角色恢复#2点
生命值。",SPELL,,,HOLY,,,,,,,,,,,,与牧师职业一同解锁。,,,,,普通
Steve Ellis,,PRIEST,True,1,69509,这和多么虔诚没有关系，每个人都需要时不时有人鞭策一下。,,使用牧师赢得50场对战后解锁。,CORE_CS1_130,,神圣惩击,,,COMMON,CORE,对一个随从造成$3点伤害。,SPELL,,,HOLY,,,,,,,,,,,,与牧师职业一同解锁。,,,,,普通
Jessica Jung,,PRIEST,True,1,120786,额外的保护自然不错，但是这护盾阻碍了视野。,,使用牧师赢得50场对战后解锁。,CORE_CS2_004,,真言术：盾,,,COMMON,CORE,"使一个随从获得+2生命值。
抽一张牌。",SPELL,,,HOLY,,,,,,,,,,,,与牧师职业一同解锁。,613.0,,,,普通
Brad Vancata,,DRUID,True,2,69511,这种爪子形状的印记如果纹在身上，人们一定知道你是德鲁伊玩家。,,使用德鲁伊赢得100场对战后解锁。,CORE_CS2_009,,野性印记,,,RARE,CORE,使一个随从获得<b>嘲讽</b>和+2/+3。<i>（+2攻击力/+3生命值）</i>,SPELL,,['TAUNT'],NATURE,,,,,,,,,,,,与德鲁伊职业一同解锁。,,,,,稀有
Dave Berggren,,MAGE,True,3,69500,使用这张牌能让你变得更聪明。面对现实吧：变聪明些对我们大家来说都是好事。,,使用法师赢得50场对战后解锁。,CORE_CS2_023,,奥术智慧,,,COMMON,CORE,抽两张牌。,SPELL,,,ARCANE,,,,,,,,,,,,与法师职业一同解锁。,,,,,普通
Steve Ellis,,MAGE,True,2,111365,在你用这张牌的时候，你可以随意喊出一些咒语，比如“冻住！”“冻结！”或者“结冰，结冰吧，宝贝儿！”,,使用法师赢得50场对战后解锁。,CORE_CS2_024,['FREEZE'],寒冰箭,,,COMMON,CORE,对一个角色造成$3点伤害，并使其<b>冻结</b>。,SPELL,,,FROST,,,,,,,,,,,,与法师职业一同解锁。,,,,,普通
Chris Seaman,,MAGE,True,6,76273,这不只是一张卡牌，更是一张招牌。,,使用法师赢得100场对战后解锁。,CORE_CS2_028,['FREEZE'],暴风雪,,,RARE,CORE,对所有敌方随从造成$2点伤害，并使其<b>冻结</b>。,SPELL,,,FROST,,,,,,,,,,,,与法师职业一同解锁。,,,,,稀有
Ralph Horsley,,MAGE,True,4,69501,这个法术会让东西烧起来。如果你是在寻找能把东西烤熟，或者只是加热的法术，你就找错对象了。,,使用法师赢得50场对战后解锁。,CORE_CS2_029,,火球术,,,COMMON,CORE,造成$6点伤害。,SPELL,,,FIRE,,,,,,,,,,,,与法师职业一同解锁。,,,,,普通
Romain De Santi,,MAGE,True,7,69502,当地板着火的时候，无论你在地上怎么打滚，都是没用的。,,使用法师赢得250场对战后解锁。,CORE_CS2_032,,烈焰风暴,,,EPIC,CORE,对所有敌方随从造成$5点伤害。,SPELL,,,FIRE,,,,,,,,,,,,与法师职业一同解锁。,,,,,史诗
Ralph Horsley,6.0,SHAMAN,True,6,69516,他从来不洗澡。嗯...,5.0,使用萨满祭司赢得50场对战后解锁。,CORE_CS2_042,['BATTLECRY'],火元素,ELEMENTAL,['ELEMENTAL'],COMMON,CORE,<b>战吼：</b>造成4点伤害。,MINION,,,,,,造成4点伤害。,,,,,,,,,与萨满祭司职业一同解锁。,,,,,普通
Lars Grant-West,,SHAMAN,True,3,76293,德雷克塔尔失明了，但他依然能够看见很多东西。你懂得我的意思吗？你懂得用心灵去观察吗？,,使用萨满祭司赢得250场对战后解锁。,CORE_CS2_053,,视界术,,,EPIC,CORE,抽一张牌，该牌的法力值消耗减少（3）点。,SPELL,,,,,,,,,,,,,,,与萨满祭司职业一同解锁。,,,,,史诗
Chippy,,WARLOCK,True,3,69519,鸟尽弓藏，兔死狗烹，术士才不需要什么忠心耿耿的随从。,,使用术士赢得50场对战后解锁。,CORE_CS2_062,,地狱烈焰,,,COMMON,CORE,对所有角色造成$3点伤害。,SPELL,,,FIRE,,,,,,,,,,,,与术士职业一同解锁。,,,,,普通
Michael Sutfin,,ROGUE,True,0,69521,大叫着“看那儿！”，然后让你的对手背对着你，这一招总是出奇地有效。,,使用潜行者赢得50场对战后解锁。,CORE_CS2_072,,背刺,,,COMMON,CORE,"对一个未受伤的随从造成$2点
伤害。",SPELL,,,,,,,,,,,,,,,与潜行者职业一同解锁。,,,,,普通
Trevor Jacobs,,ROGUE,True,1,69522,潜行者们都小心翼翼地保守着制毒的秘密，唯恐法师们把毒药用在他们的法术之中。毒性箭？剧毒之雨？毒元素？听上去就很可怕。,,使用潜行者赢得50场对战后解锁。,CORE_CS2_074,,致命药膏,,,COMMON,CORE,使你的武器获得+2攻击力。,SPELL,,,NATURE,,,,,,,,,,,,与潜行者职业一同解锁。,,,,,普通
Glenn Rane,,ROGUE,True,4,69525,要是你不想被人暗杀，躲到贫瘠之地，然后隐姓埋名。祝你好运！,,使用潜行者赢得50场对战后解锁。,CORE_CS2_076,,刺杀,,,COMMON,CORE,消灭一个敌方随从。,SPELL,,,,,,,,,,,,,,,与潜行者职业一同解锁。,,,,,普通
Vance Kovacs,,PALADIN,True,3,69532,神圣的能量从圣洁的大地涌出。但是，味道也有点熏人。,,使用圣骑士赢得50场对战后解锁。,CORE_CS2_093,,奉献,,,COMMON,CORE,对所有敌人造成$2点伤害。,SPELL,,,HOLY,,,,,,,,,,,,与圣骑士职业一同解锁。,,,,,普通
Efrem Palacios,,PALADIN,True,3,102790,一个称职的圣骑士身上会携带很多工具。愤怒之锤、复仇之钳、正义之锯，等等。,,使用圣骑士赢得50场对战后解锁。,CORE_CS2_094,,愤怒之锤,,,COMMON,CORE,造成$3点伤害。抽一张牌。,SPELL,,,HOLY,,,,,,,,,,,,与圣骑士职业一同解锁。,,,,,普通
Dany Orizio,,WARRIOR,True,1,69535,这没什么，他罪有应得。,,使用战士赢得50场对战后解锁。,CORE_CS2_108,,斩杀,,,COMMON,CORE,消灭一个受伤的敌方随从。,SPELL,,,,,,,,,,,,,,,与战士职业一同解锁。,,,,,普通
Phill Gonzales,2.0,NEUTRAL,True,3,69537,“谁再敢OT的，扣掉50DKP！”,3.0,总计赢得500场对战后解锁。,CORE_CS2_122,['AURA'],团队领袖,,,COMMON,CORE,你的其他随从拥有+1攻击力。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通
Brian Despain,3.0,NEUTRAL,True,4,69542,如果你喜欢巨魔和沙尘的话，森金村还是个不错的地方。,5.0,总计赢得500场对战后解锁。,CORE_CS2_179,['TAUNT'],森金持盾卫士,,,COMMON,CORE,<b>嘲讽</b>,MINION,,,,,,,,,,,,HORDE,,,完成教学后解锁。,,,,,普通
Luca Zontini,1.0,NEUTRAL,True,1,69649,“把我加入你的套牌，白痴！”,1.0,总计赢得500场对战后解锁。,CORE_CS2_188,['BATTLECRY'],叫嚣的中士,,,COMMON,CORE,<b>战吼：</b>在本回合中，使一个随从获得+2攻击力。,MINION,,,,,,在本回合中获得+2攻击力。,,,,,,ALLIANCE,,,完成教学后解锁。,,,,,普通
Steve Prescott,1.0,NEUTRAL,True,1,69565,媚眼如丝，轻盈如燕，致命如箭。,1.0,总计赢得500场对战后解锁。,CORE_CS2_189,['BATTLECRY'],精灵弓箭手,,,COMMON,CORE,<b>战吼：</b>造成1点伤害。,MINION,,,,,,造成1点伤害。,,,,,,HORDE,,,完成教学后解锁。,,,,,普通
Brian Despain,6.0,NEUTRAL,True,6,112924,“我非常厉害，绝对值这个价格！”,7.0,总计赢得500场对战后解锁。,Core_CS2_200,,石拳食人魔,,,COMMON,CORE,,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通
Doug Alexander,7.0,NEUTRAL,True,7,69544,在死亡之翼攻击主城的时候，这个士兵是小队中唯一活下来的一个。现在，他已经变得忍辱负重，镇定自若了。,7.0,总计赢得500场对战后解锁。,CORE_CS2_222,['AURA'],暴风城勇士,,,COMMON,CORE,你的其他随从拥有+1/+1。,MINION,,,,,,,,,,,,ALLIANCE,,,完成教学后解锁。,,,,,普通
Evgeniy Zagumennyy,2.0,MAGE,True,2,126975,“一次召唤两个的随从叫什么呢？双生随从，哈哈！等等……你别走啊！”,2.0,使用法师赢得500场对战后解锁。,CORE_DAL_575,['TRIGGER_VISUAL'],卡德加,,,LEGENDARY,CORE,你的召唤随从的卡牌召唤数量翻倍。,MINION,,,,True,,,,,,,,,,,与法师职业一同解锁。,52502.0,,,,传说
Jason Kang,4.0,ROGUE,True,4,120462,体验狗头人的死亡之舞！,2.0,使用潜行者赢得250场对战后解锁。,CORE_DAL_720,['DEATHRATTLE'],摇摆矿锄,,,EPIC,CORE,<b>亡语：</b>随机将一个友方随从移回你的手牌。它的法力值消耗减少（2）点。,WEAPON,,,,,,,,,,,0.0,,,,与潜行者职业一同解锁。,52617.0,,,,史诗
Hideaki Takamura,2.0,NEUTRAL,True,2,120429,他只是想确认奖券是不是真的。正品奖券是草莓味的。,3.0,总计赢得500场对战后解锁。,CORE_DMF_067,"['BATTLECRY', 'DEATHRATTLE']",奖品商贩,MURLOC,['MURLOC'],COMMON,CORE,<b>战吼，亡语：</b>每个玩家抽一张牌。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,61622.0,,,,普通
Eva Widermann,3.0,ROGUE,True,2,120460,他的托是个树人德鲁伊。老千也要和桩配合。,2.0,使用潜行者赢得50场对战后解锁。,CORE_DMF_511,['BATTLECRY'],狐人老千,,,COMMON,CORE,"<b>战吼：</b>
在本回合中，你的下一张<b>连击</b>牌法力值消耗减少（2）点。",MINION,,['COMBO'],,,,,,,,,,,,,与潜行者职业一同解锁。,61151.0,,,,普通
Ivan Fomin,1.0,WARRIOR,True,1,127088,或许他应该构思一个能把战利品也一块带回来的飞行方案。,2.0,使用战士赢得50场对战后解锁。,CORE_DRG_024,['BATTLECRY'],空中悍匪,PIRATE,['PIRATE'],COMMON,CORE,<b>战吼：</b>随机将一张海盗牌置入你的手牌。,MINION,,,,,,,,,,,,,,,与战士职业一同解锁。,55005.0,,,,普通
Arthur Bozonnet,5.0,NEUTRAL,True,6,112925,八百巨龙奔北坡，北坡法师并排跑。,4.0,总计赢得500场对战后解锁。,CORE_DRG_079,"['DIVINE_SHIELD', 'ELUSIVE', 'RUSH']",辟法巨龙,DRAGON,['DRAGON'],COMMON,CORE,<b>突袭</b>。<b>圣盾</b>。<b>扰魔</b>,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通
Jakub Kasper,2.0,MAGE,True,1,120971,一鸟在手，抵得三弹在坟。,1.0,使用法师赢得50场对战后解锁。,CORE_DRG_107,['DEATHRATTLE'],紫罗兰魔翼鸦,ELEMENTAL,"['ELEMENTAL', 'BEAST']",COMMON,CORE,"<b>亡语：</b>将一张“奥术飞弹”法术牌置入你的
手牌。",MINION,,,,,,,,,,,,,,,与法师职业一同解锁。,54907.0,,,,普通
Zoltan Boros,3.0,HUNTER,True,4,102191,"*砰！*“那个不是龙！”
*砰！*“那个也不是龙！”",5.0,使用猎人赢得500场对战后解锁。,CORE_DRG_256,['TRIGGER_VISUAL'],灭龙弩炮,MECHANICAL,['MECHANICAL'],LEGENDARY,CORE,在你使用你的英雄技能后，随机对一个敌人造成5点伤害。,MINION,,,,True,,,,,,,,,,,与猎人职业一同解锁。,,,,,传说
Ekaterina Shapovalova,3.0,NEUTRAL,True,3,120433,在他加入团队之前，我们一直用的是胶带。,3.0,总计赢得2500场对战后解锁。,CORE_DRG_403,['BATTLECRY'],喷灯破坏者,,,EPIC,CORE,<b>战吼：</b>你对手的下一个英雄技能的法力值消耗增加（2）点。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,56226.0,,,,史诗
Mauro Cascioli,,HUNTER,True,1,69545,为了那些不知道该把什么牌放入套牌的人准备的！,,使用猎人赢得100场对战后解锁。,CORE_DS1_184,['DISCOVER'],追踪术,,,RARE,CORE,从你的牌库中<b>发现</b>一张牌。,SPELL,,,,,,,,,,,,,,,与猎人职业一同解锁。,,,,,稀有
Luca Zontini,,HUNTER,True,1,69546,法师们用奥术强化箭矢，然后出售给猎人；后来猎人们自己学会了足够的魔法之后便能够自给自足。不少法师因此失业，给暴风城的经济带来不小的冲击。,,使用猎人赢得100场对战后解锁。,CORE_DS1_185,,奥术射击,,,RARE,CORE,造成$2点伤害。,SPELL,,,ARCANE,,,,,,,,,,,,与猎人职业一同解锁。,,,,,稀有
Tanamaes Leejierasaes,2.0,MAGE,True,3,117307,呓语魔橱现在就是我心目当中的第一卡。阳光，积极，又大方。只需三点法力值拍到场上去，他就能给你两张实用法术牌，太棒了。,4.0,使用法师赢得100场对战后解锁。,CORE_EDR_001,['BATTLECRY'],呓语魔橱,,,RARE,CORE,"<b>战吼：</b>随机
将2张法师法术牌置入你的手牌。",MINION,,,,,,,,,,,,,,,与法师职业一同解锁。,,,,,稀有
Gabor Szikszai,,DEATHKNIGHT,True,2,117308,口气太差了，甚至<b>有毒</b>。,,使用死亡骑士赢得100场对战后解锁。,CORE_EDR_002,,毒性吐息,,,RARE,CORE,使一个友方亡灵获得<b>剧毒</b>。,SPELL,,['POISONOUS'],,,,,,,,,,,,,与死亡骑士职业一同解锁。,,,,,稀有
Dmitry Bolotov,2.0,DEATHKNIGHT,True,3,118765,天呐，我太喜欢梨了。,4.0,使用死亡骑士赢得500场对战后解锁。,CORE_EDR_003,"['AURA', 'BATTLECRY']",法瑞克,UNDEAD,['UNDEAD'],LEGENDARY,CORE,你获得的<b>残骸</b>量为正常的两倍。<b>战吼：</b>抽一张消耗<b>残骸</b>的牌。,MINION,,,,True,"{'blood': 0, 'frost': 0, 'unholy': 2}",,,,,,,,,,与死亡骑士职业一同解锁。,,,,,传说
Zoltan Boros,4.0,NEUTRAL,True,3,131356,这块陨石离我们太近了吧！,2.0,总计赢得2500场对战后解锁。,CORE_EDR_004_2026,"['BATTLECRY', 'DISCOVER']",迅猛龙先锋,BEAST,['BEAST'],EPIC,CORE,<b>回溯</b>。<b>战吼：</b><b>发现</b>一张具有<b>黑暗之赐</b>的野兽牌。<b>延系：</b>其法力值消耗减少（1）点。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,119798.0,,,,史诗
Tanamaes Leejierasaes,3.0,NEUTRAL,True,4,130822,“抱歉，中码的没有了。现在只剩下侏儒码，超大码和安尼赫兰码。”,5.0,总计赢得500场对战后解锁。,CORE_ETC_111,['TRIGGER_VISUAL'],商品卖家,NAGA,['NAGA'],COMMON,CORE,在你的回合结束时，随机将一张法术牌置于你对手的牌库顶。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,92258.0,,,,普通
Konstantin Porubov,3.0,DEATHKNIGHT,True,3,117395,他更喜欢死板的录播，不喜欢鲜活的现场。,4.0,使用死亡骑士赢得100场对战后解锁。,CORE_ETC_523,['TAUNT'],死亡金属骑士,UNDEAD,['UNDEAD'],RARE,CORE,<b>嘲讽</b>。在本回合中，如果你的英雄受到治疗，本牌改为消耗生命值而非法力值。,MINION,,,,,"{'blood': 2, 'frost': 0, 'unholy': 0}",,,,,,,,,,与死亡骑士职业一同解锁。,,,,,稀有
Alex Horley Orlandelli,4.0,NEUTRAL,True,4,102217,巫妖王派他来阻止银色锦标赛的进行。可以说那是个失败。,4.0,总计赢得5000场对战后解锁。,CORE_EX1_002,"['BATTLECRY', 'TRADEABLE']",黑骑士,UNDEAD,['UNDEAD'],LEGENDARY,CORE,"<b>可交易</b>
<b>战吼：</b>消灭一个具有<b>嘲讽</b>的敌方随从。",MINION,,['TAUNT'],,True,,消灭一个具有嘲讽的随从。,,,,,,,,,完成教学后解锁。,,,,,传说
Chris Seaman,4.0,NEUTRAL,True,4,69652,魔暴龙之类的猎物已经让他提不起兴趣了。很快，他就会提着一把生锈的“科罗尔之刃”去猎杀奥妮克希亚了。,2.0,总计赢得2500场对战后解锁。,CORE_EX1_005,"['BATTLECRY', 'TRADEABLE']",王牌猎人,,,EPIC,CORE,"<b>可交易</b>
<b>战吼：</b>消灭一个攻击力大于或等于7的随从。",MINION,,,,,,消灭一个攻击力大于或等于7的随从。,,,,,,,,,完成教学后解锁。,,,,,史诗
Dave Kendall,1.0,NEUTRAL,True,3,76316,在他年轻的时候，他经受的是“快乐侍僧”的训练，但是训练成果并不如他想象的那么好。,4.0,总计赢得500场对战后解锁。,CORE_EX1_007,['TRIGGER_VISUAL'],苦痛侍僧,,,COMMON,CORE,每当本随从受到伤害，抽一张牌。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通
Raymond Swanland,2.0,NEUTRAL,True,1,69654,他们原本都是人类，他们更知道怎样悄无声息地进入某些人类的居所中。,1.0,总计赢得500场对战后解锁。,CORE_EX1_010,['STEALTH'],狼人渗透者,,,COMMON,CORE,<b>潜行</b>,MINION,,,,,,,,,,,,ALLIANCE,,,完成教学后解锁。,,,,,普通
Karl Richardson,2.0,NEUTRAL,True,1,69547,别以为带上大坏蛋面具，再把两根筷子插在嘴里，你就是巫医了，伙计。,1.0,总计赢得500场对战后解锁。,CORE_EX1_011,['BATTLECRY'],巫医,,,COMMON,CORE,"<b>战吼：</b>
恢复#2点生命值。",MINION,,,,,,恢复#2点生命值。,,,,,,HORDE,,,完成教学后解锁。,,,,,普通
Alex Horley Orlandelli,1.0,NEUTRAL,True,2,69655,他负责每年一度的血色修道院献血运动！,1.0,总计赢得5000场对战后解锁。,CORE_EX1_012,"['DEATHRATTLE', 'SPELLPOWER']",血法师萨尔诺斯,UNDEAD,['UNDEAD'],LEGENDARY,CORE,<b>法术伤害+1</b>，<b>亡语：</b>抽一张牌。,MINION,,,,True,,,,,,,,,1.0,,完成教学后解锁。,,,,,传说
Sunny Gho,5.0,NEUTRAL,True,3,69656,穆克拉在哈圭罗岛上徘徊，寻找他的真爱。,6.0,总计赢得5000场对战后解锁。,CORE_EX1_014,['BATTLECRY'],穆克拉,BEAST,['BEAST'],LEGENDARY,CORE,<b>战吼：</b>使你的对手获得两根香蕉。,MINION,,,,True,,,,,,,,,,,完成教学后解锁。,,,,,传说
Alex Horley Orlandelli,5.0,NEUTRAL,True,5,69658,这些美丽的大猫是荆棘谷一道亮丽的风景！,5.0,总计赢得500场对战后解锁。,CORE_EX1_028,['STEALTH'],荆棘谷猛虎,BEAST,['BEAST'],COMMON,CORE,<b>潜行</b>,MINION,,,,,,,,,,,,ALLIANCE,,,完成教学后解锁。,,,,,普通
Jaemin Kim,4.0,NEUTRAL,True,4,76325,暮光幼龙以神秘能量为食，还吃玉米卷。,1.0,总计赢得1000场对战后解锁。,CORE_EX1_043,['BATTLECRY'],暮光幼龙,DRAGON,['DRAGON'],RARE,CORE,"<b>战吼：</b>
你每有一张手牌，便获得+1生命值。",MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,稀有
James Ryman,2.0,NEUTRAL,True,2,120578,她拿着一面盾牌，但也只有这样，她才能把它给别人，然后躲在后面。,3.0,总计赢得1000场对战后解锁。,CORE_EX1_058,['BATTLECRY'],日怒保卫者,,,RARE,CORE,<b>战吼：</b>使相邻的随从获得<b>嘲讽</b>。,MINION,,['TAUNT'],,,,,,,,,,ALLIANCE,,,完成教学后解锁。,891.0,,,,稀有
Tom Fleming,2.0,NEUTRAL,True,2,69661,“你一定会喜欢我的新配方的！”他总是这么说...特别是当你对你现在的触手数量不满意的时候。,2.0,总计赢得1000场对战后解锁。,CORE_EX1_059,['BATTLECRY'],疯狂的炼金师,UNDEAD,['UNDEAD'],RARE,CORE,"<b>战吼：</b>
使一个随从的攻击力和生命值互换。",MINION,,,,,,使一个随从的攻击力和生命值互换。,,,,,,,,,完成教学后解锁。,,1.0,,,稀有
